ensembl_gene_id,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000040977,NA,0.072907627,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000040980,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000040981,NA,0.216072959,1.428864723,3.104910477,0.460195144,0.645376157,NA
ENSCAFG00000040982,NA,0.657790661,-2.743804237,1.999876368,-1.371986929,0.170067507,NA
ENSCAFG00000040983,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000040984,NA,3.561473488,3.554804913,2.50368197,1.419830855,NA,NA
ENSCAFG00000040985,OPRM1,0.209862898,-0.351210014,2.845942925,-0.123407259,0.90178461,NA
ENSCAFG00000040987,NA,0.165276739,0.954068573,3.108580431,0.306914553,0.758908412,NA
ENSCAFG00000040989,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000040991,NA,0.544241196,-1.160429903,2.092922711,-0.554454255,0.579268004,NA
ENSCAFG00000040992,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000040993,NA,0.772597252,-0.519327003,1.470499247,-0.353163733,0.723965695,NA
ENSCAFG00000040995,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000040997,NA,0.08263837,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000040998,NA,1.150388413,1.26632589,1.212228599,1.044626311,0.296195714,NA
ENSCAFG00000040999,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041001,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041002,NA,0.299934382,1.0037756,2.011030033,0.499135062,0.617684238,NA
ENSCAFG00000041003,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041004,NA,0.361407686,-1.145092385,2.835445045,-0.403849261,0.68632357,NA
ENSCAFG00000041007,NA,0.079299672,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041008,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041010,NA,0,0,0,0,1,NA
ENSCAFG00000041011,NA,0.163578651,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041012,NA,0.315083288,0.129684805,2.772246362,0.046779683,0.962688822,NA
ENSCAFG00000041013,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041014,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041015,NA,0.514246161,-2.393324943,3.062780236,-0.781422354,0.434554128,NA
ENSCAFG00000041017,NA,0.164262571,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041018,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041021,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041022,NA,0.072907627,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041023,NA,0.165276739,0.954068573,3.108580431,0.306914553,0.758908412,NA
ENSCAFG00000041026,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041027,NA,0.21420394,0.541875812,3.108580431,0.174316163,0.861616998,NA
ENSCAFG00000041029,NA,0.259074283,-0.35121065,3.108580431,-0.11298104,0.910045587,NA
ENSCAFG00000041030,NA,0.770181919,1.487077676,1.73786258,0.855693478,0.392167349,NA
ENSCAFG00000041032,NA,0.428232521,-1.358831797,3.086469133,-0.440254459,0.659752821,NA
ENSCAFG00000041034,NA,0.282671722,0.129687949,2.034777093,0.063735703,0.949180675,NA
ENSCAFG00000041035,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041036,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041037,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041039,NA,0.206677925,0.541875812,3.108580431,0.174316163,0.861616998,NA
ENSCAFG00000041040,NA,1.048933172,-3.43195467,3.036545069,-1.130216938,0.258384824,NA
ENSCAFG00000041042,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041046,NA,0.82896764,3.310313494,3.026431173,1.093801017,0.274042258,NA
ENSCAFG00000041047,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041048,OR2T20,0,NA,NA,NA,NA,NA
ENSCAFG00000041050,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041052,C14orf132,0.072907627,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041055,NA,0.19455144,-0.35121065,3.108580431,-0.11298104,0.910045587,NA
ENSCAFG00000041057,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041058,OR4C146,0,NA,NA,NA,NA,NA
ENSCAFG00000041059,OR6C6,0,NA,NA,NA,NA,NA
ENSCAFG00000041060,NA,0.312044098,-1.71117848,3.09335772,-0.553178337,0.580141299,NA
ENSCAFG00000041062,NA,0.353725822,-1.884330382,1.968897065,-0.957048703,0.338542673,NA
ENSCAFG00000041065,COX7B2,3.626072174,5.437895084,3.002157059,1.811329313,NA,NA
ENSCAFG00000041066,NA,0.088217957,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041067,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041070,NA,0.558737447,-1.827858343,2.826008277,-0.646798652,0.517762265,NA
ENSCAFG00000041072,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041074,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041075,NA,0.06338965,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041076,NA,0.072907627,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041077,NA,0.163578651,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041079,NA,0.78503281,-3.021337595,3.044766332,-0.992305243,0.321048647,NA
ENSCAFG00000041080,NA,0.221991154,-1.222022955,2.812762752,-0.434456463,0.663957004,NA
ENSCAFG00000041081,OR8J2,0,NA,NA,NA,NA,NA
ENSCAFG00000041083,NA,0.430625145,-2.177928005,2.775201193,-0.784782022,0.432581382,NA
ENSCAFG00000041084,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041085,NA,0.082131286,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041086,NA,0.06338965,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041087,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041089,NA,0.326197656,-1.737823955,3.091880467,-0.562060524,0.574074783,NA
ENSCAFG00000041092,NA,0.322532295,-0.198089275,2.889369421,-0.068557961,0.945341483,NA
ENSCAFG00000041094,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041095,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041099,NA,2.878561186,4.219970408,2.43767612,1.731144829,NA,NA
ENSCAFG00000041101,NA,0.145520935,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041102,NA,0.06338965,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041103,NA,0.176435913,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041104,NA,0.739255988,1.23104602,2.889120195,0.426097198,0.670037022,NA
ENSCAFG00000041106,NA,0.933808834,0.087406377,2.335535569,0.037424554,0.970146495,NA
ENSCAFG00000041108,NA,0.08263837,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041109,NA,0.119346185,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041110,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041111,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041112,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041113,NA,0.441089783,-2.166027108,3.071446474,-0.705214018,0.480677059,NA
ENSCAFG00000041114,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041116,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041118,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041119,NA,0.055956535,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041120,NA,0.598820099,-2.627972422,3.055133556,-0.860182501,0.389688449,NA
ENSCAFG00000041121,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041122,NA,0.328525143,-1.747929028,3.091327123,-0.565429978,0.571781339,NA
ENSCAFG00000041124,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041125,OR4D1,0,NA,NA,NA,NA,NA
ENSCAFG00000041126,NA,0.07202432,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041127,NA,0.260650172,-0.704932611,2.841698653,-0.248067335,0.804082309,NA
ENSCAFG00000041129,NA,0.311304759,1.891231171,3.078436722,0.614347912,0.538985448,NA
ENSCAFG00000041130,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041132,NA,0.92601395,-0.245102854,1.163521393,-0.210656079,0.833155649,NA
ENSCAFG00000041133,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041134,NA,0.176435913,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041136,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041137,NA,0.311452443,1.098799093,2.806310541,0.391545796,0.695393845,NA
ENSCAFG00000041138,NA,0.537211743,-1.802778985,2.869857164,-0.628177252,0.529887831,NA
ENSCAFG00000041141,NA,0.216956267,0.541875812,3.108580431,0.174316163,0.861616998,NA
ENSCAFG00000041142,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041143,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041144,NA,0.158599344,0.954068573,3.108580431,0.306914553,0.758908412,NA
ENSCAFG00000041145,NA,2.271288567,3.845758234,2.062850405,1.864293322,NA,NA
ENSCAFG00000041147,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041151,NA,0.439830729,-1.452995302,1.616723799,-0.89872822,0.368797442,NA
ENSCAFG00000041152,NA,0.079299672,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041154,NA,0.619206068,0.267539158,1.470474242,0.18194073,0.85562924,NA
ENSCAFG00000041157,NA,0.06338965,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041158,NA,0.165276739,0.954068573,3.108580431,0.306914553,0.758908412,NA
ENSCAFG00000041159,NA,0.167478738,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041161,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041162,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041163,NA,0,0,0,0,1,NA
ENSCAFG00000041164,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041165,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041167,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041168,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041171,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041172,NA,0.443224429,-0.588910975,2.047024271,-0.287691252,0.773583087,NA
ENSCAFG00000041173,NA,0.187273765,-0.35121065,3.108580431,-0.11298104,0.910045587,NA
ENSCAFG00000041175,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041180,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041181,NA,0.06338965,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041183,NA,0.649408471,-1.388443267,2.876482199,-0.48268794,0.629317327,NA
ENSCAFG00000041184,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041185,NA,0.07202432,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041186,NA,0.399720279,0.126572134,2.160583934,0.058582373,0.953284751,NA
ENSCAFG00000041188,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041190,NA,0.072907627,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041192,NA,0.279462608,1.753120746,3.086696619,0.567960173,0.570062012,NA
ENSCAFG00000041193,OR3A2,0,NA,NA,NA,NA,NA
ENSCAFG00000041194,NA,1.014786736,0.590009713,1.038385877,0.568198899,0.569899919,NA
ENSCAFG00000041195,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041200,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041202,NA,5.800293088,2.04705128,2.921372846,0.700715516,NA,NA
ENSCAFG00000041205,NA,0.216072959,1.428864723,3.104910477,0.460195144,0.645376157,NA
ENSCAFG00000041206,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041207,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041208,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041210,NA,0.320824298,0.129684838,2.765479978,0.046894152,0.962597589,NA
ENSCAFG00000041211,NA,8.343304598,1.190444467,2.908567951,0.409288862,NA,NA
ENSCAFG00000041214,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041215,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041217,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041218,NA,5.797967941,2.049645494,2.094627943,0.97852485,NA,NA
ENSCAFG00000041219,OR9S19,0,NA,NA,NA,NA,NA
ENSCAFG00000041220,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041222,NA,0.072907627,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041223,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041224,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041225,NA,0.144931947,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041226,NA,0.161374334,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041229,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041230,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041231,NA,0.512084711,-2.387896819,3.062971982,-0.779601261,0.435625614,NA
ENSCAFG00000041232,NA,434.5057925,2.720938252,0.985138356,2.761985903,NA,NA
ENSCAFG00000041234,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041235,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041237,NA,0.672207835,1.34716831,1.762288125,0.76444271,0.444603465,NA
ENSCAFG00000041238,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041240,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041241,NA,0,0,0,0,1,NA
ENSCAFG00000041243,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041244,NA,0.253558598,1.629024342,3.094801342,0.526374446,0.598628067,NA
ENSCAFG00000041247,NA,0.079299672,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041250,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041251,NA,0.336677055,-1.059758564,2.777815287,-0.381507932,0.702826387,NA
ENSCAFG00000041253,NA,0.075360695,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041254,NA,0.236286891,-0.35121065,3.108580431,-0.11298104,0.910045587,NA
ENSCAFG00000041256,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041258,NA,0.088217957,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041259,NA,0.176435913,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041260,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041261,NA,1.022842875,1.240492299,1.250388468,0.992085524,0.321155807,NA
ENSCAFG00000041262,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041263,NA,0.687203609,-2.159485522,1.444489444,-1.494981865,0.134919175,NA
ENSCAFG00000041264,NA,0.085347452,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041265,OR52H7,0,NA,NA,NA,NA,NA
ENSCAFG00000041266,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041267,NA,0.220219107,-1.22145895,3.106720492,-0.39316667,0.694196385,NA
ENSCAFG00000041269,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041270,NA,0.157999064,0.954068573,3.108580431,0.306914553,0.758908412,NA
ENSCAFG00000041272,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041273,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041274,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041275,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041276,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041277,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041278,NA,0.696568103,1.364044044,1.706396052,0.799371308,0.424075142,NA
ENSCAFG00000041279,TMEM95,0.598324986,1.52711455,2.025221008,0.754048345,0.450820193,NA
ENSCAFG00000041280,NA,47.7942237,6.929599473,2.136990754,3.242690432,NA,NA
ENSCAFG00000041281,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041283,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041284,OR7A60,0,NA,NA,NA,NA,NA
ENSCAFG00000041286,NA,0.472778814,-2.260395418,1.582253624,-1.428592346,0.153121435,NA
ENSCAFG00000041288,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041289,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041290,PRPS1L1,0,NA,NA,NA,NA,NA
ENSCAFG00000041291,NA,0.315186258,0.129684805,2.772123677,0.046781753,0.962687172,NA
ENSCAFG00000041297,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041298,NA,0.150721389,0.954068573,3.108580431,0.306914553,0.758908412,NA
ENSCAFG00000041299,OR5W2B,0,NA,NA,NA,NA,NA
ENSCAFG00000041300,NA,0.164262571,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041301,NA,0.327124219,1.304252918,2.806615691,0.46470663,0.64214156,NA
ENSCAFG00000041303,OR5G5,0,NA,NA,NA,NA,NA
ENSCAFG00000041304,NA,0.070155301,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041305,NA,0.504170237,2.597122685,3.046404201,0.852520714,0.393925147,NA
ENSCAFG00000041306,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041307,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041308,NA,0.144048639,0.954068573,3.108580431,0.306914553,0.758908412,NA
ENSCAFG00000041309,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041311,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041314,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041316,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041317,NA,0.223826142,-1.37825012,3.105095067,-0.443867286,0.657138538,NA
ENSCAFG00000041319,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041321,NA,0.085347452,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041322,NA,0.06338965,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041324,NA,0.080687167,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041325,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041326,IFNA5,0,NA,NA,NA,NA,NA
ENSCAFG00000041327,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041328,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041330,NA,0.055956535,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041331,NA,1.153598478,3.783063476,3.017659844,1.253641455,0.209972356,NA
ENSCAFG00000041333,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041334,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041335,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041336,NA,0.075360695,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041337,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041338,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041339,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041341,NA,0.671478425,-2.813631077,3.04989296,-0.922534369,0.356249912,NA
ENSCAFG00000041342,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041343,NA,0.636900543,-1.342525632,1.798882702,-0.746310824,0.455479674,NA
ENSCAFG00000041345,NA,0.231259256,-0.677781508,3.107261145,-0.218128273,0.827329169,NA
ENSCAFG00000041346,NA,1.01695466,-3.399983692,2.774230949,-1.225558994,0.220364677,NA
ENSCAFG00000041348,NA,0.275365869,1.02903744,2.828954673,0.36375183,0.716043336,NA
ENSCAFG00000041353,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041356,NA,0.055956535,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041357,NA,0.216072959,1.428864723,3.104910477,0.460195144,0.645376157,NA
ENSCAFG00000041358,OR52A24,0,NA,NA,NA,NA,NA
ENSCAFG00000041359,NA,0.815345534,-0.787888344,1.865330808,-0.422385317,0.672743794,NA
ENSCAFG00000041360,NA,0.080998735,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041363,NA,0.088217957,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041365,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041366,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041367,NA,0.088217957,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041369,NA,0.08263837,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041370,NA,0.055956535,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041371,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041372,OR4C11K,0,NA,NA,NA,NA,NA
ENSCAFG00000041375,NA,0.304513309,-1.681868151,3.095013593,-0.543412202,0.586846027,NA
ENSCAFG00000041376,NA,0.902799767,3.433493056,2.574673493,1.333564456,0.182346638,NA
ENSCAFG00000041377,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041380,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041381,NA,0.144174492,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041382,NA,0.245261307,-0.35121065,3.108580431,-0.11298104,0.910045587,NA
ENSCAFG00000041384,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041385,NA,0.06338965,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041386,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041387,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041388,NA,0.144048639,0.954068573,3.108580431,0.306914553,0.758908412,NA
ENSCAFG00000041389,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041391,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041392,NA,0.08263837,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041397,NA,0.320537386,1.930692077,3.076214391,0.62761948,0.530253244,NA
ENSCAFG00000041398,NA,0.660854329,-2.772262877,2.711212032,-1.022517916,0.306535838,NA
ENSCAFG00000041399,FAM237A,0.187273765,-0.35121065,3.108580431,-0.11298104,0.910045587,NA
ENSCAFG00000041400,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041401,OR7A55,0.316948248,1.94596343,3.075370092,0.63275748,0.526892027,NA
ENSCAFG00000041402,NA,0.376779272,0.689309682,2.873938622,0.239848435,0.810447757,NA
ENSCAFG00000041403,NA,0.070155301,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041404,NA,0.127980855,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041405,NA,0.974099613,-1.374048723,3.040646359,-0.451893631,0.651345613,NA
ENSCAFG00000041407,NA,2.976773675,0.729764763,2.93170597,0.248921539,NA,NA
ENSCAFG00000041408,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041409,NA,1.002951361,-1.741658958,3.041519448,-0.572627921,0.566896651,NA
ENSCAFG00000041411,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041412,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041414,NA,0.088217957,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041416,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041418,NA,0.209417669,1.363002148,3.106405847,0.438771434,0.660827161,NA
ENSCAFG00000041419,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041421,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041423,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041424,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041425,NA,0.901179042,-1.962582358,3.047069152,-0.644088552,0.519518013,NA
ENSCAFG00000041428,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041430,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041431,NA,0.818093437,-0.692758177,1.444805136,-0.479482084,0.631595711,NA
ENSCAFG00000041432,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041433,NA,0.638886596,-2.069796043,2.092460284,-0.989168616,0.322580651,NA
ENSCAFG00000041435,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041437,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041438,NA,0.648037518,2.362322382,2.860422074,0.825864967,0.408880696,NA
ENSCAFG00000041439,NA,0.570447404,1.108070894,2.945571923,0.376181917,0.706781658,NA
ENSCAFG00000041443,NA,1.094941555,-1.673956129,2.340657634,-0.715164877,0.474507169,NA
ENSCAFG00000041444,NA,0.055956535,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041445,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041446,NA,0.556802518,-0.275128883,1.490628153,-0.184572445,0.8535644,NA
ENSCAFG00000041447,NA,0.190168949,1.333415281,3.106755149,0.429198703,0.667778627,NA
ENSCAFG00000041448,NA,0.07202432,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041449,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041450,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041452,NA,0.704397749,-2.867033869,2.781574584,-1.030723348,0.302670572,NA
ENSCAFG00000041455,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041456,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041457,NA,0.378513077,-1.139906341,1.620870813,-0.703267856,0.481888839,NA
ENSCAFG00000041458,NA,0.279802354,1.756408129,2.747884157,0.639185653,0.522702164,NA
ENSCAFG00000041460,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041461,NA,0.157371771,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041463,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041465,NA,0.810883389,-2.426930963,1.819092007,-1.334144152,0.182156618,NA
ENSCAFG00000041467,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041468,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041469,NA,0.313638257,0.129684796,2.773973279,0.046750557,0.962712036,NA
ENSCAFG00000041470,NA,0.164647124,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041471,NA,0.161125584,-0.832104349,3.108580431,-0.267679852,0.78894576,NA
ENSCAFG00000041472,NA,0.804531129,0.456110191,1.123565472,0.405948921,0.684780132,NA
ENSCAFG00000041473,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041474,NA,0.135256208,0.060982112,3.108580431,0.019617351,0.984348623,NA
ENSCAFG00000041475,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041476,NA,0.070155301,-0.419911588,3.108580431,-0.135081462,0.892547467,NA
ENSCAFG00000041477,NA,0.08263837,0.473174873,3.108580431,0.152215741,0.879016779,NA
ENSCAFG00000041478,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041480,NA,0.79477946,1.076134502,1.46374767,0.735191265,0.462223018,NA
ENSCAFG00000041483,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041484,NA,0,NA,NA,NA,NA,NA
ENSCAFG00000041485,NA,0,NA,NA,NA,NA,NA
