gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,
ENSCAFG00000029358,EARS2,870.329937,-0.025384407,0.0811094,0.267250233,0.999567267,,,,
ENSCAFG00000029362,SETBP1,7.513334779,-0.002762054,0.086212778,0.785524294,0.999567267,,,,
ENSCAFG00000029379,GGA2,10138.13171,-0.007611849,0.082300334,0.659586805,0.999567267,,,,
ENSCAFG00000029380,NA,462.1537229,-0.002842652,0.0844133,0.815490193,0.999567267,,,,
ENSCAFG00000029387,RPL7A,1537.570843,0.002068605,0.084401971,0.86427992,0.999567267,,,,
ENSCAFG00000029394,SYT4,1122.651914,-0.003029028,0.11595515,0.668990834,0.999567267,,,,
ENSCAFG00000029395,COG7,3005.136883,0.003919567,0.077386269,0.887295915,0.999567267,,,,
ENSCAFG00000029396,GSC,504.9608496,-0.003498532,0.121002973,0.626746269,0.999567267,,,,
ENSCAFG00000029403,RIT2,6834.302923,-0.006688266,0.080408986,0.758958462,0.999567267,,,,
ENSCAFG00000029405,SCNN1B,219.430616,0.006267337,0.091673567,0.486617858,0.999567267,,,,
ENSCAFG00000029414,NA,48.31164226,-0.013121584,0.205218001,0.204245825,0.999567267,,,,
ENSCAFG00000029422,SCNN1G,564.6456441,0.005802768,0.079424316,0.808329133,0.999567267,,,,
ENSCAFG00000029424,ILF3,1033.402714,0.009518397,0.082217443,0.591922672,0.999567267,,,,
ENSCAFG00000029425,GLA,282.5810414,-0.005026493,0.1006926,0.513826817,0.999567267,,,,
ENSCAFG00000029426,HNRNPH2,444.97507,-0.011732009,0.112281032,0.208763199,0.999567267,,,,
ENSCAFG00000029432,USP31,72.22024606,0.005946823,0.084600213,0.635376087,0.999567267,,,,
ENSCAFG00000029434,NA,338.0289083,0.004683215,0.080115421,0.8342047,0.999567267,,,,
ENSCAFG00000029436,ARMCX4,865.0618933,0.022099006,0.079521901,0.379700735,0.999567267,,,,
ENSCAFG00000029439,DICER1,808.5977091,-0.02386846,0.081660085,0.270169046,0.999567267,,,,
ENSCAFG00000029442,ARMCX6,1972.560176,-0.008287069,0.143775114,0.317806856,0.999567267,,,,
ENSCAFG00000029443,MED13,16.65051562,0.012086495,0.08154605,0.539083421,0.999567267,,,,
ENSCAFG00000029464,ARMCX2,3995.033792,-0.006288911,0.079979042,0.782203767,0.999567267,,,,
ENSCAFG00000029465,OTOA,70.09912293,0.006678347,0.123456804,0.389750072,0.999567267,,,,
ENSCAFG00000029468,NA,302.1429437,-0.00174196,0.082272644,0.917564455,0.999567267,,,,
ENSCAFG00000029474,METTL9,1349.673662,-0.010656258,0.088588032,0.347321392,0.999567267,,,,
ENSCAFG00000029475,IGSF6,25.55194903,0.008818724,0.129953223,0.288033885,0.999567267,,,,
ENSCAFG00000029477,ARIH1,2221.540642,-0.024968629,0.079699413,0.3226123,0.999567267,,,,
ENSCAFG00000029482,SLC44A2,367.4330138,0.02573528,0.078103394,0.357199763,0.999567267,,,,
ENSCAFG00000029484,EEF2K,246.939359,-0.000392619,0.081639362,0.98306309,0.999567267,,,,
ENSCAFG00000029490,NA,8.368627661,0.004510325,0.084136497,0.726829414,0.999567267,,,,
ENSCAFG00000029492,NA,117.8586851,0.017441374,0.080804414,0.429098809,0.999567267,,,,
ENSCAFG00000029496,INTS2,712.0302861,0.002044293,0.081160919,0.917629329,0.999567267,,,,
ENSCAFG00000029498,PIK3C3,240.3575744,-0.005814768,0.083128609,0.700042125,0.999567267,,,,
ENSCAFG00000029502,NA,82.29675853,0.000330336,0.085643426,0.974641282,0.999567267,,,,
ENSCAFG00000029504,ADPGK,16.38280197,-0.009348135,0.137733933,0.269906716,0.999567267,,,,
ENSCAFG00000029506,CDR2,1309.393693,-0.012945508,0.079554434,0.591103836,0.999567267,,,,
ENSCAFG00000029507,ATG2B,143.7058405,-0.005575813,0.090393303,0.5385442,0.999567267,,,,
ENSCAFG00000029513,ZMAT1,251.0095977,0.019279752,0.0847492,0.240818556,0.999567267,,,,
ENSCAFG00000029519,NA,293.2348443,0.0021146,0.086273673,0.832411409,0.999567267,,,,
ENSCAFG00000029522,POLR3E,69.36262426,-0.008853682,0.08413046,0.525783055,0.999567267,,,,
ENSCAFG00000029523,BEX5,34.62109786,-0.017161766,0.088716293,0.20620006,0.999567267,,,,
ENSCAFG00000029526,BRIP1,118.8926734,-0.002001123,0.084559794,0.865899388,0.999567267,,,,
ENSCAFG00000029533,NA,36.51818576,0.008278727,0.082911049,0.604775327,0.999567267,,,,
ENSCAFG00000029534,NA,580.3889314,-0.027366992,0.079998824,0.275749706,0.999567267,,,,
ENSCAFG00000029541,VWA3A,165.6181613,-0.014447964,0.084517216,0.339976789,0.999567267,,,,
ENSCAFG00000029548,NA,635.4360177,-0.021299671,0.082777305,0.269441085,0.999567267,,,,
ENSCAFG00000029552,AK7,217.1856895,0.007554674,0.082395902,0.657592835,0.999567267,,,,
ENSCAFG00000029557,AP1M2,922.4604387,0.003157406,0.085041512,0.78117826,0.999567267,,,,
ENSCAFG00000029565,MOSMO,341.2517108,-0.032116361,0.079029207,0.240884147,0.999567267,,,,
ENSCAFG00000029570,PDZD9,23.55832868,-0.003043643,0.089303901,0.725537195,0.999567267,,,,
ENSCAFG00000029573,UQCRC2,647.3243688,-0.004279046,0.081846714,0.812973205,0.999567267,,,,
ENSCAFG00000029587,KRI1,7.930794089,0.014244663,0.08632094,0.296276769,0.999567267,,,,
ENSCAFG00000029590,GRIA1,171.4289494,-0.015413908,0.08289531,0.381498185,0.999567267,,,,
ENSCAFG00000029592,TPGS2,47.62792215,-0.006234987,0.101244675,0.436440717,0.999567267,,,,
ENSCAFG00000029596,DNAH9,543.8524096,0.006019972,0.082241922,0.726745405,0.999567267,,,,
ENSCAFG00000029598,NA,30.56723127,-0.010465836,0.08439394,0.456803132,0.999567267,,,,
ENSCAFG00000029605,ARMCX5,198.6078292,0.008580172,0.074783229,0.784979951,0.999567267,,,,
ENSCAFG00000029609,ATG4D,513.835436,0.012362208,0.083404243,0.439712207,0.999567267,,,,
ENSCAFG00000029612,GPRASP2,18.31298793,-0.001777435,0.087058514,0.850190453,0.999567267,,,,
ENSCAFG00000029614,NEO1,993.0890708,-0.012600264,0.083851521,0.413024732,0.999567267,,,,
ENSCAFG00000029620,PAPOLA,2981.181984,0.022098028,0.079196846,0.390451761,0.999567267,,,,
ENSCAFG00000029621,KEAP1,299.8091557,-0.001521328,0.087726224,0.866032472,0.999567267,,,,
ENSCAFG00000029631,FHOD3,16.54742362,-0.003739307,0.092762899,0.643253716,0.999567267,,,,
ENSCAFG00000029635,NA,12654.62559,0.029232524,0.077193177,0.324236412,0.999567267,,,,
ENSCAFG00000029636,PDE4A,656.7381747,-0.003594519,0.081428116,0.850988803,0.999567267,,,,
ENSCAFG00000029641,NA,20.1847639,-0.009017439,0.093860735,0.34658506,0.999567267,,,,
ENSCAFG00000029643,USP32,2245.342466,-0.024185292,0.08393056,0.195704293,0.999567267,,,,
ENSCAFG00000029645,NA,221.3845303,0.003379455,0.080581281,0.873590794,0.999567267,,,,
ENSCAFG00000029649,TCEAL1,139.6373848,-0.002294427,0.103934949,0.744082727,0.999567267,,,,
ENSCAFG00000029660,MORF4L2,349.2536175,-0.003779188,0.091507111,0.648959387,0.999567267,,,,
ENSCAFG00000029663,CDC37,12.43569331,0.001762903,0.081997526,0.920051244,0.999567267,,,,
ENSCAFG00000029666,MOCOS,699.5850137,0.003346492,0.083870434,0.799716583,0.999567267,,,,
ENSCAFG00000029673,GLRA4,461.3204778,-0.003726498,0.121031195,0.605858541,0.999567267,,,,
ENSCAFG00000029674,REC114,102.6419598,-0.010610779,0.089740438,0.333037494,0.999567267,,,,
ENSCAFG00000029675,NA,212.3938446,0.013414382,0.081203308,0.515565152,0.999567267,,,,
ENSCAFG00000029679,CRYM,1084.527982,-0.001534229,0.077779733,0.954621897,0.999567267,,,,
ENSCAFG00000029690,BCL11B,1249.864633,-0.012879659,0.075111228,0.679668179,0.999567267,,,,
ENSCAFG00000029692,ANKS4B,9.798565432,-0.000756406,0.108888774,0.912273576,0.999567267,,,,
ENSCAFG00000029693,PLP1,427.4990302,-0.005266444,0.081143287,0.791760348,0.999567267,,,,
ENSCAFG00000029711,ZP2,44.19563254,0.014440694,0.082412981,0.429104187,0.999567267,,,,
ENSCAFG00000029718,ZNF699,400.2826776,-0.019084028,0.084693147,0.245277525,0.999567267,,,,
ENSCAFG00000029721,SLC25A53,9.745492765,0.005553444,0.108753144,0.463660882,0.999567267,,,,
ENSCAFG00000029722,CD276,168.1587531,-0.005524194,0.086731263,0.598016277,0.999567267,,,,
ENSCAFG00000029723,SETD3,13.53852778,0.007737455,0.125920289,0.33465617,0.999567267,,,,
ENSCAFG00000029732,NA,319.985366,0.015924906,0.07864699,0.541271942,0.999567267,,,,
ENSCAFG00000029733,TBC1D21,383.5654247,-0.005242843,0.081609874,0.779938732,0.999567267,,,,
ENSCAFG00000029738,GLRA1,166.7399015,-0.002132506,0.122864231,0.764025966,0.999567267,,,,
ENSCAFG00000029740,FAM199X,990.7459171,-0.00039033,0.090038535,0.961541632,0.999567267,,,,
ENSCAFG00000029742,CA4,4.081914169,0.005924868,0.092161611,0.501154197,0.999567267,,,,
ENSCAFG00000029750,CCNK,42.82822199,-0.010865388,0.081985099,0.556974739,0.999567267,,,,
ENSCAFG00000029752,MYO19,2131.733796,0.004697193,0.082743354,0.766746095,0.999567267,,,,
ENSCAFG00000029756,TYK2,161.5031976,-0.009808381,0.142695848,0.255474449,0.999567267,,,,
ENSCAFG00000029757,PIGW,612.5373826,0.004162526,0.082722244,0.792580447,0.999567267,,,,
ENSCAFG00000029759,CYP46A1,2.606980416,-0.009766412,0.099211324,0.292708999,0.999567267,,,,
ENSCAFG00000029772,ELP2,1048.363189,0.004197648,0.080434198,0.846047894,0.999567267,,,,
ENSCAFG00000029776,G3BP1,164.6515042,0.001934189,0.084574551,0.870025126,0.999567267,,,,
ENSCAFG00000029777,STOML1,3218.970958,0.000956328,0.081652699,0.95869435,0.999567267,,,,
ENSCAFG00000029779,ZNF18,169.9140938,-0.000364331,0.121835457,0.958620598,0.999567267,,,,
ENSCAFG00000029785,DHRS11,114.5887089,-0.003201121,0.080366535,0.882970044,0.999567267,,,,
ENSCAFG00000029786,ATOX1,496.3658319,-0.002712354,0.105130072,0.701029801,0.999567267,,,,
ENSCAFG00000029790,NA,1355.807961,0.013734219,0.094012684,0.22059396,0.999567267,,,,
ENSCAFG00000029792,MAP2K4,2354.168659,0.002611768,0.080807031,0.89944796,0.999567267,,,,
ENSCAFG00000029796,LHX1,3.325709484,0.009477943,0.088764562,0.382895404,0.999567267,,,,
ENSCAFG00000029797,SLC39A6,374.938978,0.002310585,0.082041471,0.894758131,0.999567267,,,,
ENSCAFG00000029799,SPARC,665.1051713,0.003278333,0.091975886,0.685362466,0.999567267,,,,
ENSCAFG00000029801,NA,77.8260909,0.001029195,0.092176338,0.893458189,0.999567267,,,,
ENSCAFG00000029814,IL1RAPL2,463.369118,0.008949313,0.081712134,0.63534629,0.999567267,,,,
ENSCAFG00000029815,NA,170.4183313,-0.009206419,0.079879392,0.690675033,0.999567267,,,,
ENSCAFG00000029817,RPRD1A,229.1304848,0.014030071,0.08212894,0.454173809,0.999567267,,,,
ENSCAFG00000029819,MYOCD,198.4143041,-0.000940184,0.085946915,0.926084535,0.999567267,,,,
ENSCAFG00000029822,ISLR2,2355.345458,-0.007544172,0.082382127,0.658625917,0.999567267,,,,
ENSCAFG00000029831,EML1,305.133827,-0.018891691,0.081570698,0.36343624,0.999567267,,,,
ENSCAFG00000029834,NA,124.235958,0.023642921,0.078679488,0.377576112,0.999567267,,,,
ENSCAFG00000029836,FAT2,897.6792436,0.027790204,0.08256762,0.190759162,0.999567267,,,,
ENSCAFG00000029845,ICAM4,988.8045691,0.002209832,0.080952152,0.913309208,0.999567267,,,,
ENSCAFG00000029846,ARHGAP44,76.0654018,0.007383961,0.082558684,0.657128598,0.999567267,,,,
ENSCAFG00000029847,STRA6,3628.820529,-0.013620897,0.082304481,0.456867624,0.999567267,,,,
ENSCAFG00000029848,GALNT1,2199.569645,-0.004373294,0.081173702,0.825374504,0.999567267,,,,
ENSCAFG00000029852,MRPL4,683.622586,0.000707392,0.08236565,0.965920457,0.999567267,,,,
ENSCAFG00000029853,NRK,4143.682933,-0.007985958,0.099432858,0.357055107,0.999567267,,,,
ENSCAFG00000029871,ELAC2,42.09718908,-0.001209957,0.08220375,0.943253942,0.999567267,,,,
ENSCAFG00000029881,NA,50.20023175,-0.001331036,0.09367463,0.859107925,0.999567267,,,,
ENSCAFG00000029882,CYP11A1,362.3304069,-0.010695182,0.17773171,0.251977245,0.999567267,,,,
ENSCAFG00000029883,EVL,457.0054198,0.006737304,0.079913307,0.768757476,0.999567267,,,,
ENSCAFG00000029889,DEGS2,2158.868046,0.004007375,0.080807413,0.846605398,0.999567267,,,,
ENSCAFG00000029890,DNMT1,3.841112533,0.004981054,0.105972123,0.506374883,0.999567267,,,,
ENSCAFG00000029897,YY1,51.87762397,0.003788254,0.106838653,0.59978067,0.999567267,,,,
ENSCAFG00000029906,SLC25A47,534.597597,-0.00179254,0.096277197,0.805904505,0.999567267,,,,
ENSCAFG00000029911,NA,1193.479308,-0.031227003,0.077440816,0.29047938,0.999567267,,,,
ENSCAFG00000029912,CLK3,873.7149842,-0.000176028,0.092956785,0.981330584,0.999567267,,,,
ENSCAFG00000029918,GM2A,15.46624014,-0.011984904,0.11341481,0.201625071,0.999567267,,,,
ENSCAFG00000029920,NA,367.7119074,0.000140357,0.086427896,0.988467331,0.999567267,,,,
ENSCAFG00000029923,CCDC69,25.67828783,0.005051754,0.086880132,0.622081096,0.999567267,,,,
ENSCAFG00000029925,PMP22,163.0355692,-0.011375313,0.130901945,0.206149045,0.999567267,,,,
ENSCAFG00000029933,RADX,65.80925997,-0.002099837,0.095472891,0.776811624,0.999567267,,,,
ENSCAFG00000029941,SEMA7A,1015.752815,0.001344726,0.077977332,0.959703544,0.999567267,,,,
ENSCAFG00000029944,P2RY11,129.8636359,0.00478886,0.080861461,0.816328636,0.999567267,,,,
ENSCAFG00000029948,ZNF397,48.95621694,-0.006996112,0.089782635,0.470273615,0.999567267,,,,
ENSCAFG00000029949,BEGAIN,74.70024982,0.012041988,0.080353032,0.589912358,0.999567267,,,,
ENSCAFG00000029950,ANGPTL6,367.4682748,-0.001751087,0.091377003,0.824834691,0.999567267,,,,
ENSCAFG00000029961,SHFL,31.33964733,0.010260514,0.143355227,0.240506514,0.999567267,,,,
ENSCAFG00000029967,TEKT3,33.80776327,0.008948957,0.081388237,0.648832232,0.999567267,,,,
ENSCAFG00000029970,DLK1,490.4693186,0.009420724,0.07745436,0.733862707,0.999567267,,,,
ENSCAFG00000029972,TVP23B,235.404056,-0.0100722,0.085995693,0.417886383,0.999567267,,,,
ENSCAFG00000029973,RTL1,8.952303177,-0.008263224,0.095378628,0.365328113,0.999567267,,,,
ENSCAFG00000029974,RNF128,67.66292394,0.000970333,0.077253131,0.972197682,0.999567267,,,,
ENSCAFG00000029975,ARID3B,1086.172081,-0.02183996,0.085293752,0.194104622,0.999567267,,,,
ENSCAFG00000029979,EDC3,15.53537468,0.004803896,0.084200058,0.708842155,0.999567267,,,,
ENSCAFG00000029980,CYP1A1,495.3751574,-0.013451247,0.076768123,0.6424242,0.999567267,,,,
ENSCAFG00000029981,ERI2,58.04162664,-0.003494407,0.081707769,0.849397271,0.999567267,,,,
ENSCAFG00000029982,CYP1A2,1615.230711,0.010914947,0.083993856,0.458348992,0.999567267,,,,
ENSCAFG00000029992,NA,6.255269688,-0.002163423,0.094398736,0.77375842,0.999567267,,,,
ENSCAFG00000029993,PPP2R5C,183.5060706,0.002896842,0.103742651,0.684146883,0.999567267,,,,
ENSCAFG00000030004,LMAN1L,634.5676209,-0.013930037,0.082256918,0.450612985,0.999567267,,,,
ENSCAFG00000030005,DTNA,4805.619068,-0.000785925,0.079076127,0.974441142,0.999567267,,,,
ENSCAFG00000030018,MORC4,1347.428546,0.025483484,0.080413286,0.290140529,0.999567267,,,,
ENSCAFG00000030019,TNIP1,533.1454655,0.036190796,0.077415891,0.230449209,0.999567267,,,,
ENSCAFG00000030020,RDH8,4093.405418,-0.002684633,0.082408452,0.870865594,0.999567267,,,,
ENSCAFG00000030023,CPLX3,6.791071546,0.008587438,0.117987246,0.299125581,0.999567267,,,,
ENSCAFG00000030025,ULK3,483.1846913,-0.003564673,0.11778985,0.61892576,0.999567267,,,,
ENSCAFG00000030033,COL5A3,1753.007207,0.017679758,0.085031126,0.259803403,0.999567267,,,,
ENSCAFG00000030034,RBM41,40.78162145,0.017038516,0.081228238,0.420064363,0.999567267,,,,
ENSCAFG00000030036,GPX6,323.2687737,-0.007781405,0.081440324,0.688433024,0.999567267,,,,
ENSCAFG00000030041,NA,372.4729046,-0.011570824,0.081496132,0.557350713,0.999567267,,,,
ENSCAFG00000030050,SCAMP2,183.1150795,-0.003238592,0.08114358,0.870381282,0.999567267,,,,
ENSCAFG00000030055,OLFM2,58.23988728,-0.002383517,0.094951948,0.750773722,0.999567267,,,,
ENSCAFG00000030057,ZNF287,217.4114015,0.018668049,0.084347672,0.261365524,0.999567267,,,,
ENSCAFG00000030059,DNAAF6,2.913070334,-0.003322505,0.084417561,0.786202735,0.999567267,,,,
ENSCAFG00000030060,NA,303.2979362,0.001455828,0.082573986,0.92761256,0.999567267,,,,
ENSCAFG00000030062,FRMPD3,23.49744019,-0.002081647,0.080740054,0.9203645,0.999567267,,,,
ENSCAFG00000030076,MPI,158.9882287,-0.002425458,0.105015588,0.729952829,0.999567267,,,,
ENSCAFG00000030077,NOL4,27.49868976,0.007300083,0.101874577,0.379309049,0.999567267,,,,
ENSCAFG00000030078,FAM219B,228.643858,0.012388531,0.079758362,0.600154188,0.999567267,,,,
ENSCAFG00000030079,PRPS1,1309.19003,-0.007099554,0.078586979,0.781772828,0.999567267,,,,
ENSCAFG00000030080,COX5A,484.9599544,-0.000417289,0.091920916,0.956729558,0.999567267,,,,
ENSCAFG00000030082,ASXL3,4.702112742,0.000619966,0.097414947,0.930539192,0.999567267,,,,
ENSCAFG00000030087,SCAMP5,1706.332649,0.003567777,0.081964003,0.840560249,0.999567267,,,,
ENSCAFG00000030091,PPCDC,55.75445205,0.001047854,0.077074981,0.970283583,0.999567267,,,,
ENSCAFG00000030097,THUMPD1,447.7116829,0.005700853,0.080536281,0.790367435,0.999567267,,,,
ENSCAFG00000030099,DYNC1H1,413.7779937,0.025116847,0.083236263,0.202520218,0.999567267,,,,
ENSCAFG00000030104,C30H15orf39,1019.790402,0.003620535,0.091908606,0.658300082,0.999567267,,,,
ENSCAFG00000030107,MID2,77.57835784,-0.002045932,0.086985735,0.829369702,0.999567267,,,,
ENSCAFG00000030110,NA,472.8849188,0.00307973,0.081813753,0.864918425,0.999567267,,,,
ENSCAFG00000030111,ACACA,44.09350686,0.009299828,0.116863899,0.273317802,0.999567267,,,,
ENSCAFG00000030114,NEIL1,326.9381456,-0.003273331,0.08213884,0.849561772,0.999567267,,,,
ENSCAFG00000030117,KLHL14,147.4235164,0.000559903,0.089211526,0.946500753,0.999567267,,,,
ENSCAFG00000030125,MAN2C1,61.17325686,0.010085739,0.115085217,0.249255422,0.999567267,,,,
ENSCAFG00000030126,PSMD10,14.81196319,0.007882556,0.083392664,0.597822217,0.999567267,,,,
ENSCAFG00000030130,GAREM1,4.901070385,-0.002581769,0.092772771,0.741017784,0.999567267,,,,
ENSCAFG00000030132,ATG4A,399.9309669,-0.001631052,0.084491135,0.891148043,0.999567267,,,,
ENSCAFG00000030134,SIN3A,1102.836879,0.004514779,0.081562859,0.810577308,0.999567267,,,,
ENSCAFG00000030141,LRRC75A,226.2105267,0.015239023,0.083202833,0.371990877,0.999567267,,,,
ENSCAFG00000030142,TRPV2,4.873954808,-0.003011655,0.097638267,0.684005228,0.999567267,,,,
ENSCAFG00000030143,MEP1B,788.5923605,-0.01627994,0.080434717,0.472317029,0.999567267,,,,
ENSCAFG00000030145,PDILT,394.7520693,0.01943006,0.081259637,0.365752174,0.999567267,,,,
ENSCAFG00000030155,RNF138,16.00355318,0.007424636,0.119830537,0.350000549,0.999567267,,,,
ENSCAFG00000030160,NA,557.4172059,0.018016946,0.081006498,0.407223744,0.999567267,,,,
ENSCAFG00000030168,COL4A5,732.0972596,-0.012649886,0.081791494,0.510376507,0.999567267,,,,
ENSCAFG00000030170,UMOD,128.8690356,-0.00151423,0.085978439,0.881494604,0.999567267,,,,
ENSCAFG00000030171,PIGL,2191.4344,0.003983344,0.081154895,0.84095313,0.999567267,,,,
ENSCAFG00000030172,GP2,57.73616467,-0.002617948,0.105188452,0.710389224,0.999567267,,,,
ENSCAFG00000030176,TRAPPC8,1079.553044,0.003204488,0.081303714,0.86905477,0.999567267,,,,
ENSCAFG00000030178,GPR139,99.5612234,0.02424594,0.083650996,0.20188322,0.999567267,,,,
ENSCAFG00000030179,GPRC5B,363.9235356,0.004036281,0.077306919,0.88451082,0.999567267,,,,
ENSCAFG00000030182,IQCK,81.73918349,-0.003037455,0.082883208,0.842911858,0.999567267,,,,
ENSCAFG00000030183,KNOP1,64.44968161,-0.004305516,0.08473416,0.719340589,0.999567267,,,,
ENSCAFG00000030192,SNUPN,12.73489085,-0.00604325,0.098384748,0.457348416,0.999567267,,,,
ENSCAFG00000030193,HSP90AA1,59.36491946,0.005017507,0.087682915,0.609191575,0.999567267,,,,
ENSCAFG00000030194,B4GALT6,665.7799309,-0.010385355,0.078964516,0.678730326,0.999567267,,,,
ENSCAFG00000030196,IMP3,552.1883061,0.004401994,0.082611777,0.78490407,0.999567267,,,,
ENSCAFG00000030202,WDR20,260.8341778,-0.008921669,0.085936551,0.460720975,0.999567267,,,,
ENSCAFG00000030205,SNX33,368.2920394,-0.005060085,0.08478266,0.675525563,0.999567267,,,,
ENSCAFG00000030211,MOK,3789.108715,-0.002956788,0.097860442,0.688445194,0.999567267,,,,
ENSCAFG00000030215,NA,50.06931251,-0.014327557,0.08681196,0.284659027,0.999567267,,,,
ENSCAFG00000030217,KCNE5,249.58835,-0.000563876,0.077449432,0.983651141,0.999567267,,,,
ENSCAFG00000030220,ZNF839,3153.064105,-0.005363424,0.080261,0.807989525,0.999567267,,,,
ENSCAFG00000030221,DSG2,19.05102833,-0.005310894,0.088881482,0.572989917,0.999567267,,,,
ENSCAFG00000030228,TECPR2,80.5164966,-0.006854533,0.09206394,0.452744227,0.999567267,,,,
ENSCAFG00000030235,ODF3L1,132.8493226,-0.028478938,0.076850848,0.343046568,0.999567267,,,,
ENSCAFG00000030240,LINGO1,769.5989057,-0.007203846,0.09358881,0.423435707,0.999567267,,,,
ENSCAFG00000030243,ANKRD9,506.5087537,-0.00534985,0.08422994,0.679118215,0.999567267,,,,
ENSCAFG00000030245,HMG20A,47.65405915,-0.000465123,0.084373318,0.969185642,0.999567267,,,,
ENSCAFG00000030247,ACSL4,222.8495447,-0.003116917,0.09036409,0.71030571,0.999567267,,,,
ENSCAFG00000030248,DSG1,4.849889202,0.002333756,0.089300583,0.784296062,0.999567267,,,,
ENSCAFG00000030250,RCOR1,2169.010956,0.000249414,0.079926782,0.991239114,0.999567267,,,,
ENSCAFG00000030253,CCP110,653.066876,-0.024940045,0.081323595,0.266217981,0.999567267,,,,
ENSCAFG00000030257,ZNF317,639.1891429,0.004553282,0.08214193,0.792869573,0.999567267,,,,
ENSCAFG00000030262,DCTN4,218.3304628,-0.009420222,0.126197125,0.265358731,0.999567267,,,,
ENSCAFG00000030265,PSTPIP1,43.2453277,0.007014023,0.084372618,0.593006017,0.999567267,,,,
ENSCAFG00000030268,TTC19,13.58146112,-0.003743134,0.096734766,0.62355715,0.999567267,,,,
ENSCAFG00000030275,ZSWIM7,119.5086576,0.003108736,0.082912038,0.838600578,0.999567267,,,,
ENSCAFG00000030276,RCN2,3.175981214,0.004076931,0.096686186,0.597055511,0.999567267,,,,
ENSCAFG00000030285,GDE1,3603.943103,-0.008758627,0.092785487,0.364313648,0.999567267,,,,
ENSCAFG00000030287,SPECC1,10.02993516,-0.006998591,0.091737419,0.448712897,0.999567267,,,,
ENSCAFG00000030292,RBM22,5.04730632,-0.013768381,0.098285356,0.19954657,0.999567267,,,,
ENSCAFG00000030297,TMEM164,2276.733841,0.015327556,0.081202895,0.463580012,0.999567267,,,,
ENSCAFG00000030299,NA,499.2793536,0.012043554,0.082056237,0.515838492,0.999567267,,,,
ENSCAFG00000030303,MYOZ3,1645.873204,-0.015714538,0.079138119,0.532087115,0.999567267,,,,
ENSCAFG00000030307,AMMECR1,179.4776453,-0.004528232,0.11807336,0.535859274,0.999567267,,,,
ENSCAFG00000030308,SYNPO,585.1902974,-0.000563243,0.093793432,0.939534473,0.999567267,,,,
ENSCAFG00000030317,TMC5,50.6638917,-0.002403151,0.086798054,0.803725886,0.999567267,,,,
ENSCAFG00000030318,RPS14,14.14514494,-0.000110866,0.097224017,0.987560179,0.999567267,,,,
ENSCAFG00000030319,NA,3.654218891,-0.008972865,0.091495549,0.367912111,0.999567267,,,,
ENSCAFG00000030320,SCAPER,54.18525071,-0.012827939,0.178269487,0.190319058,0.999567267,,,,
ENSCAFG00000030323,CD74,474.1215804,0.024044064,0.078131544,0.38574083,0.999567267,,,,
ENSCAFG00000030331,CHRDL1,52.90490361,0.009893348,0.084750161,0.462952166,0.999567267,,,,
ENSCAFG00000030332,TCOF1,75.06905552,0.007286945,0.127088981,0.357407649,0.999567267,,,,
ENSCAFG00000030335,CHST9,370.4683726,-0.000294247,0.085809199,0.977055329,0.999567267,,,,
ENSCAFG00000030344,ARSI,273.8939755,0.002791957,0.086888105,0.773134139,0.999567267,,,,
ENSCAFG00000030347,C9H17orf78,17.86077413,-0.001103649,0.096837868,0.877847257,0.999567267,,,,
ENSCAFG00000030348,AQP4,41.85954896,0.002023405,0.082658719,0.898279994,0.999567267,,,,
ENSCAFG00000030354,ULK2,60.35652651,0.002272343,0.101051192,0.749041012,0.999567267,,,,
ENSCAFG00000030355,TMC7,1.657811856,-0.00040343,0.094598737,0.956105231,0.999567267,,,,
ENSCAFG00000030359,NA,6974.765137,0.013301329,0.08078529,0.536815015,0.999567267,,,,
ENSCAFG00000030360,NA,330.5689501,0.00907808,0.08400484,0.522568019,0.999567267,,,,
ENSCAFG00000030371,SYNRG,1785.319413,0.008210087,0.083440685,0.582227438,0.999567267,,,,
ENSCAFG00000030372,PSMA8,718.791914,-0.001795254,0.083115211,0.902627028,0.999567267,,,,
ENSCAFG00000030374,COQ7,632.2195802,0.002365694,0.087326042,0.800270328,0.999567267,,,,
ENSCAFG00000030376,NA,39.98864024,0.004960937,0.081563673,0.792554963,0.999567267,,,,
ENSCAFG00000030377,MBD3L1,95.80643693,0.009326658,0.082053296,0.606544115,0.999567267,,,,
ENSCAFG00000030384,DUSP14,993.8940174,-0.002306664,0.082491602,0.887305265,0.999567267,,,,
ENSCAFG00000030390,ETFA,1231.113554,-0.02185366,0.078773343,0.408367782,0.999567267,,,,
ENSCAFG00000030391,NA,65.0965468,0.007831813,0.080167404,0.726786635,0.999567267,,,,
ENSCAFG00000030395,NA,132.0048363,0.002103324,0.076551606,0.942067837,0.999567267,,,,
ENSCAFG00000030396,ALDH3A1,693.9972622,0.028643756,0.079995113,0.258076184,0.999567267,,,,
ENSCAFG00000030397,SS18,580.7877756,0.000453688,0.086337243,0.963023448,0.999567267,,,,
ENSCAFG00000030402,SLC47A2,56.48144834,-0.007551494,0.083515284,0.605986483,0.999567267,,,,
ENSCAFG00000030403,TMEM266,22.04683039,-0.003190779,0.09605576,0.672908345,0.999567267,,,,
