Name,Length,EffectiveLength,TPM,NumReads
ENSCAFT00000092404,438,170.234,3.55002,6.63
ENSCAFT00000037327,345,86.586,0,0
ENSCAFT00000040349,125,125,0,0
ENSCAFT00000029616,1134,864.476,0,0
ENSCAFT00000029620,387,122.155,0,0
ENSCAFT00000041853,191,16.163,0,0
ENSCAFT00000060077,2544,2274.476,0.087842,2.192
ENSCAFT00000044580,107,107,0,0
ENSCAFT00000076736,2589,2319.476,0,0
ENSCAFT00000076525,2574,2304.476,0,0
ENSCAFT00000048721,2455,2185.476,0,0
ENSCAFT00000029649,3314,3044.476,0,0
ENSCAFT00000068039,2987,2717.476,0,0
ENSCAFT00000080881,2924,2654.476,0.339076,9.875
ENSCAFT00000089266,2981,2711.476,1.147119,34.125
ENSCAFT00000029678,4424,4154.476,5.633452,256.773
ENSCAFT00000049012,4400,4130.476,2.830669,128.277
ENSCAFT00000086732,4483,4213.476,4.000876,184.95
ENSCAFT00000073225,2683,2413.476,0.679783,18
ENSCAFT00000073658,1932,1662.476,0,0
ENSCAFT00000055888,847,577.498,0,0
ENSCAFT00000081762,552,282.881,0,0
ENSCAFT00000029688,2349,2079.476,0,0
ENSCAFT00000048129,1292,1022.476,0,0
ENSCAFT00000029692,1122,852.476,0,0
ENSCAFT00000029697,1266,996.476,0,0
ENSCAFT00000068920,1233,963.476,0.309133,3.268
ENSCAFT00000076479,1365,1095.476,31.678008,380.732
ENSCAFT00000029703,297,54.273,0,0
ENSCAFT00000029709,2483,2213.476,33.848388,822
ENSCAFT00000062742,617,347.706,0,0
ENSCAFT00000029727,5550,5280.476,0,0
ENSCAFT00000029733,5772,5502.476,3.974176,239.919
ENSCAFT00000064953,5301,5031.476,0,0
ENSCAFT00000082133,5382,5112.476,1.481087,83.075
ENSCAFT00000065372,5488,5218.476,0,0
ENSCAFT00000084166,5410,5140.476,0.146361,8.254
ENSCAFT00000090107,2989,2719.476,4.163212,124.215
ENSCAFT00000029743,3820,3550.476,1.021357,39.785
ENSCAFT00000093138,348,88.947,0,0
ENSCAFT00000065665,2061,1791.476,0,0
ENSCAFT00000068532,1185,915.476,0,0
ENSCAFT00000074747,2034,1764.476,0,0
ENSCAFT00000029763,2049,1779.476,60.260935,1176.487
ENSCAFT00000068693,978,708.477,0,0
ENSCAFT00000029768,754,484.542,0,0
ENSCAFT00000029775,2586,2316.476,5.941519,151.003
ENSCAFT00000072741,2520,2250.476,0,0
ENSCAFT00000090297,2523,2253.476,0,0
ENSCAFT00000029773,2296,2026.476,1.664069,36.997
ENSCAFT00000084623,2115,1845.476,0,0
ENSCAFT00000084314,315,65.123,0,0
ENSCAFT00000038395,1547,1277.476,7.329397,102.726
ENSCAFT00000029781,1317,1047.476,8.608635,98.932
ENSCAFT00000029782,1008,738.476,0,0
ENSCAFT00000029787,1049,779.476,20.580266,176
ENSCAFT00000048114,20516,20246.476,0.054022,12
ENSCAFT00000085425,1380,1110.476,2.384209,29.048
ENSCAFT00000007497,1965,1695.476,0,0
ENSCAFT00000083886,2619,2349.476,0,0
ENSCAFT00000029810,1806,1536.476,0,0
ENSCAFT00000029813,1950,1680.476,2.546626,46.952
ENSCAFT00000077912,3044,2774.476,0,0
ENSCAFT00000066673,2617,2347.476,0,0
ENSCAFT00000079948,481,212.367,0,0
ENSCAFT00000029818,3760,3490.476,0,0
ENSCAFT00000085865,2644,2374.476,0,0
ENSCAFT00000044508,2737,2467.476,0,0
ENSCAFT00000044396,107,107,0,0
ENSCAFT00000029848,4264,3994.476,0,0
ENSCAFT00000065767,4534,4264.476,0,0
ENSCAFT00000075489,4498,4228.476,0,0
ENSCAFT00000091453,4837,4567.476,0,0
ENSCAFT00000061134,1245,975.476,0,0
ENSCAFT00000071640,1068,798.476,0.113964,0.998
ENSCAFT00000080694,3492,3222.476,0.321695,11.373
ENSCAFT00000029881,1953,1683.476,8.40336,155.21
ENSCAFT00000079364,1686,1416.476,0,0
ENSCAFT00000085528,1020,750.476,16.491986,135.79
ENSCAFT00000045785,2259,1989.476,0,0
ENSCAFT00000079150,485,216.324,38.586542,91.58
ENSCAFT00000029888,634,364.673,50.842979,203.42
ENSCAFT00000013675,1064,794.476,0,0
ENSCAFT00000068295,1890,1620.476,0,0
ENSCAFT00000070934,1318,1048.476,0,0
ENSCAFT00000064920,1768,1498.476,0,0
ENSCAFT00000079419,1196,926.476,0,0
ENSCAFT00000029916,1267,997.476,0,0
ENSCAFT00000043048,107,107,0,0
ENSCAFT00000087827,1659,1389.476,0,0
ENSCAFT00000068124,1143,873.476,0,0
ENSCAFT00000069916,2192,1922.476,0,0
ENSCAFT00000029921,2172,1902.476,0,0
ENSCAFT00000029923,2085,1815.476,0,0
ENSCAFT00000045534,1821,1551.476,0,0
ENSCAFT00000029926,2775,2505.476,0,0
ENSCAFT00000076847,512,243.076,0,0
ENSCAFT00000065141,601,331.741,0,0
ENSCAFT00000062768,361,99.506,0,0
ENSCAFT00000085655,357,96.183,0,0
ENSCAFT00000062357,255,35.159,0,0
ENSCAFT00000082318,354,93.734,0,0
ENSCAFT00000093712,282,46.486,0,0
ENSCAFT00000034326,102,102,0,0
ENSCAFT00000064481,1548,1278.476,32.773685,459.702
ENSCAFT00000029936,2044,1774.476,25.74936,501.298
ENSCAFT00000090004,1819,1549.476,0,0
ENSCAFT00000029938,924,654.485,0,0
ENSCAFT00000086524,2605,2335.476,0.601929,15.423
ENSCAFT00000065215,1633,1363.476,0,0
ENSCAFT00000029940,2591,2321.476,0.218968,5.577
ENSCAFT00000073212,195,17.353,0,0
ENSCAFT00000034901,67,67,0,0
ENSCAFT00000040007,61,61,0,0
ENSCAFT00000039951,64,64,0,0
ENSCAFT00000039937,68,68,0,0
ENSCAFT00000034871,77,77,0,0
ENSCAFT00000039981,57,57,0,0
ENSCAFT00000086461,1561,1291.476,0,0
ENSCAFT00000035282,1539,1269.476,1.938565,27
ENSCAFT00000050033,2012,1742.476,23.382571,447.011
ENSCAFT00000065287,127,127,0,0
ENSCAFT00000045759,1431,1161.476,166.131368,2117
ENSCAFT00000041850,79,79,0,0
ENSCAFT00000032621,91,91,0,0
ENSCAFT00000034932,84,84,0,0
ENSCAFT00000034965,63,63,0,0
ENSCAFT00000039991,57,57,0,0
ENSCAFT00000064398,1281,1011.476,0,0
ENSCAFT00000029951,2719,2449.476,7.931296,213.146
ENSCAFT00000081064,1012,742.476,0,0
ENSCAFT00000065829,3105,2835.476,0.05442,1.693
ENSCAFT00000091510,3177,2907.476,0,0
ENSCAFT00000029954,519,250.035,0,0
ENSCAFT00000049993,1862,1592.476,8.799828,153.747
ENSCAFT00000029970,910,640.486,7.275833,51.127
ENSCAFT00000060544,2593,2323.476,0,0
ENSCAFT00000067824,2650,2380.476,9.085569,237.288
ENSCAFT00000048942,1839,1569.476,0,0
ENSCAFT00000042157,140,3.872,0,0
ENSCAFT00000045056,417,150.065,1.214764,2
ENSCAFT00000029977,987,717.477,0,0
ENSCAFT00000073036,2730,2460.476,0,0
ENSCAFT00000029983,851,581.495,7.590299,48.424
ENSCAFT00000070473,875,605.491,7.613322,50.576
ENSCAFT00000088259,638,368.665,0,0
ENSCAFT00000076906,1298,1028.476,0,0
ENSCAFT00000029999,201,19.11,0,0
ENSCAFT00000029990,222,24.947,0,0
ENSCAFT00000073564,1789,1519.476,0.748352,12.476
ENSCAFT00000045801,841,571.5,80.894743,507.219
ENSCAFT00000074069,743,473.55,53.333053,277.09
ENSCAFT00000035968,1939,1669.476,8.674048,158.877
ENSCAFT00000036659,258,36.248,0,0
ENSCAFT00000078109,1622,1352.476,0.134785,2
ENSCAFT00000075831,186,14.618,0,0
ENSCAFT00000035132,1364,1094.476,0.167892,2.016
ENSCAFT00000050177,107,107,0,0
ENSCAFT00000030006,2358,2088.476,6.677331,153
ENSCAFT00000086305,288,49.442,0,0
ENSCAFT00000086453,1678,1408.476,0.64713,10
ENSCAFT00000030027,3831,3561.476,1.255413,49.054
ENSCAFT00000066091,3942,3672.476,2.33163,93.946
ENSCAFT00000070308,3255,2985.476,0,0
ENSCAFT00000081091,910,640.486,29.040593,204.068
ENSCAFT00000089424,795,525.522,0,0
ENSCAFT00000022847,849,579.497,4.078807,25.932
ENSCAFT00000057028,2171,1901.476,21.906165,457
ENSCAFT00000030043,2538,2268.476,15.549548,387
ENSCAFT00000044273,2628,2358.476,0,0
ENSCAFT00000080700,2113,1843.476,0,0
ENSCAFT00000080123,943,673.483,6.872227,50.779
ENSCAFT00000090230,708,438.577,0,0
ENSCAFT00000030055,2095,1825.476,5.153869,103.221
ENSCAFT00000085216,1064,794.476,0,0
ENSCAFT00000063089,2835,2565.476,4.141343,116.565
ENSCAFT00000084503,3105,2835.476,0,0
ENSCAFT00000046403,3051,2781.476,33.143885,1011.434
ENSCAFT00000073483,2952,2682.476,1.882969,55.416
ENSCAFT00000073580,3236,2966.476,0,0
ENSCAFT00000082563,3110,2840.476,0.202045,6.297
ENSCAFT00000084163,3077,2807.476,11.444003,352.495
ENSCAFT00000072985,2820,2550.476,7.382873,206.588
ENSCAFT00000030076,2730,2460.476,0,0
ENSCAFT00000017384,10438,10168.476,0,0
ENSCAFT00000030087,1557,1287.476,0,0
ENSCAFT00000035753,3568,3298.476,1.713973,62.026
ENSCAFT00000048239,3658,3388.476,51.6083,1918.594
ENSCAFT00000030088,966,696.48,0,0
ENSCAFT00000084523,1463,1193.476,0,0
ENSCAFT00000046663,107,107,0,0
ENSCAFT00000037302,333,77.521,0,0
ENSCAFT00000084430,1002,732.476,0,0
ENSCAFT00000030091,1851,1581.476,1.095045,19
ENSCAFT00000047224,2491,2221.476,0.897391,21.872
ENSCAFT00000030108,2366,2096.476,19.87418,457.128
ENSCAFT00000073269,2484,2214.476,0,0
ENSCAFT00000079231,153,2.176,0,0
ENSCAFT00000087877,721,451.564,10.195401,50.511
ENSCAFT00000030124,1537,1267.476,91.518863,1272.651
ENSCAFT00000040230,72,72,0,0
ENSCAFT00000063656,1617,1347.476,0,0
ENSCAFT00000009381,1911,1641.476,0.055527,1
ENSCAFT00000060101,1980,1710.476,0,0
ENSCAFT00000063135,1935,1665.476,0,0
ENSCAFT00000030127,1515,1245.476,0,0
ENSCAFT00000030133,447,178.99,0,0
ENSCAFT00000067129,453,184.842,0,0
ENSCAFT00000040452,134,1.986,0,0
ENSCAFT00000063858,557,287.863,0,0
ENSCAFT00000074114,378,114.112,0,0
ENSCAFT00000030141,4073,3803.476,0,0
ENSCAFT00000045147,2430,2160.476,0,0
ENSCAFT00000065770,428,160.584,0,0
ENSCAFT00000030153,216,23.273,0,0
ENSCAFT00000077378,1495,1225.476,0,0
ENSCAFT00000069735,1378,1108.476,0,0
ENSCAFT00000030155,1044,774.476,0,0
ENSCAFT00000048317,1876,1606.476,0,0
ENSCAFT00000078401,1025,755.476,0,0
ENSCAFT00000086240,1172,902.476,0,0
ENSCAFT00000082994,1046,776.476,0,0
ENSCAFT00000087599,1214,944.476,0,0
ENSCAFT00000034881,83,83,0,0
ENSCAFT00000051317,509,240.1,0,0
ENSCAFT00000030129,808,538.515,0.169256,1
ENSCAFT00000030166,3257,2987.476,0,0
ENSCAFT00000070491,3143,2873.476,0,0
ENSCAFT00000045815,2740,2470.476,0,0
ENSCAFT00000068856,3954,3684.476,0,0
ENSCAFT00000075605,3804,3534.476,0,0
ENSCAFT00000090163,4071,3801.476,0,0
ENSCAFT00000030173,3351,3081.476,0,0
ENSCAFT00000087873,3842,3572.476,0,0
ENSCAFT00000089021,3836,3566.476,0,0
ENSCAFT00000069532,3764,3494.476,0,0
ENSCAFT00000032950,139,3.244,0,0
ENSCAFT00000084748,695,425.59,0,0
ENSCAFT00000093049,463,194.624,0,0
ENSCAFT00000043827,4092,3822.476,13.628235,571.536
ENSCAFT00000088356,4053,3783.476,0,0
ENSCAFT00000081697,4065,3795.476,0,0
ENSCAFT00000090607,3831,3561.476,0,0
ENSCAFT00000077082,4173,3903.476,1.797052,76.961
ENSCAFT00000079312,3654,3384.476,0.17693,6.57
ENSCAFT00000092270,3526,3256.476,0,0
ENSCAFT00000030212,3361,3091.476,2.923682,99.164
ENSCAFT00000034897,76,76,0,0
ENSCAFT00000048236,1141,871.476,0,0
ENSCAFT00000030218,843,573.5,0,0
ENSCAFT00000059770,2838,2568.476,1.271864,35.841
ENSCAFT00000090027,1206,936.476,0,0
ENSCAFT00000062637,1386,1116.476,0,0
ENSCAFT00000052251,1486,1216.476,0,0
ENSCAFT00000091413,395,129.451,0,0
ENSCAFT00000030220,1335,1065.476,0.598819,7
ENSCAFT00000066247,342,84.266,0,0
ENSCAFT00000054177,670,400.623,0,0
ENSCAFT00000062640,1014,744.476,0.122431,1
ENSCAFT00000057991,332,76.789,0,0
ENSCAFT00000092035,2251,1981.476,0,0
ENSCAFT00000062832,372,108.866,0,0
ENSCAFT00000083621,1457,1187.476,0,0
ENSCAFT00000035510,1050,780.476,0,0
ENSCAFT00000070005,1035,765.476,0,0
ENSCAFT00000030221,444,176.067,0,0
ENSCAFT00000081228,304,58.305,0,0
ENSCAFT00000085999,1351,1081.476,0,0
ENSCAFT00000030223,966,696.48,0,0
ENSCAFT00000044101,104,104,0,0
ENSCAFT00000061084,1372,1102.476,0.496048,6
ENSCAFT00000030231,2517,2247.476,0,0
ENSCAFT00000030235,336,79.738,0,0
ENSCAFT00000030240,766,496.535,0.367131,2
ENSCAFT00000041082,130,1.057,0,0
ENSCAFT00000076829,84,84,0,0
ENSCAFT00000030242,393,127.612,0,0
ENSCAFT00000030252,2538,2268.476,0,0
ENSCAFT00000086996,318,67.087,0,0
ENSCAFT00000085518,1616,1346.476,0,0
ENSCAFT00000093778,2354,2084.476,0.174906,4
ENSCAFT00000066035,83,83,0,0
ENSCAFT00000088216,141,4.472,0,0
ENSCAFT00000062369,121,121,0,0
ENSCAFT00000062404,113,113,0,0
ENSCAFT00000084767,145,6.151,0,0
ENSCAFT00000064455,145,6.151,0,0
ENSCAFT00000070284,123,123,0,0
ENSCAFT00000078280,145,6.151,0,0
ENSCAFT00000086200,143,5.403,0,0
ENSCAFT00000065488,145,6.151,0,0
ENSCAFT00000071942,145,6.151,0,0
ENSCAFT00000030262,564,294.839,0,0
ENSCAFT00000030264,2360,2090.476,0,0
ENSCAFT00000087450,3218,2948.476,0.092739,3
ENSCAFT00000030268,516,247.053,0,0
ENSCAFT00000082056,884,614.488,0,0
ENSCAFT00000067168,135,1.993,0,0
ENSCAFT00000042623,145,6.151,0,0
ENSCAFT00000084841,95,95,0,0
ENSCAFT00000074409,83,83,0,0
ENSCAFT00000092771,107,107,0,0
ENSCAFT00000039986,77,77,0,0
ENSCAFT00000076214,186,14.618,0,0
ENSCAFT00000030277,834,564.505,0,0
ENSCAFT00000078680,1791,1521.476,3.560946,59.441
ENSCAFT00000073645,1667,1397.476,3.496377,53.607
ENSCAFT00000030313,2272,2002.476,6.19006,135.994
ENSCAFT00000060066,2031,1761.476,0.189016,3.653
ENSCAFT00000088922,2358,2088.476,4.415265,101.168
ENSCAFT00000090233,2421,2151.476,0.895409,21.136
ENSCAFT00000030316,886,616.488,0,0
ENSCAFT00000042498,123,123,0,0
ENSCAFT00000036247,3998,3728.476,0,0
ENSCAFT00000081176,4103,3833.476,0,0
ENSCAFT00000030321,3934,3664.476,0,0
ENSCAFT00000093335,1144,874.476,0,0
ENSCAFT00000030323,1808,1538.476,57.180927,965.164
ENSCAFT00000085841,2210,1940.476,153.165831,3260.838
ENSCAFT00000044962,722,452.563,40.48163,201
ENSCAFT00000048261,1792,1522.476,0,0
ENSCAFT00000086549,484,215.336,0,0
ENSCAFT00000088319,542,272.925,0,0
ENSCAFT00000088538,528,258.99,0,0
ENSCAFT00000036205,801,531.517,0,0
ENSCAFT00000047452,2501,2231.476,0,0
ENSCAFT00000035138,1486,1216.476,0,0
ENSCAFT00000038782,1014,744.476,0,0
ENSCAFT00000081649,447,178.99,0,0
ENSCAFT00000038267,1019,749.476,4.986171,41
ENSCAFT00000065774,154,2.533,0,0
ENSCAFT00000035209,1195,925.476,0,0
ENSCAFT00000030351,462,193.643,0,0
ENSCAFT00000048983,1212,942.476,0,0
ENSCAFT00000075688,1179,909.476,0,0
ENSCAFT00000065180,1328,1058.476,0,0
ENSCAFT00000066716,627,357.689,0,0
ENSCAFT00000074422,724,454.561,0,0
ENSCAFT00000083375,1173,903.476,0,0
ENSCAFT00000042121,143,5.403,0,0
ENSCAFT00000030362,4500,4230.476,3.484762,161.741
ENSCAFT00000045840,4167,3897.476,0.239906,10.259
ENSCAFT00000030374,2817,2547.476,12.486948,349
ENSCAFT00000062441,2715,2445.476,0,0
ENSCAFT00000075327,2706,2436.476,0,0
ENSCAFT00000089141,2610,2340.476,0,0
ENSCAFT00000034292,107,107,0,0
ENSCAFT00000030388,1978,1708.476,20.505926,384.368
ENSCAFT00000042880,2917,2647.476,15.893788,461.656
ENSCAFT00000048841,848,578.498,24.263862,154
ENSCAFT00000045229,1906,1636.476,35.484255,637.095
ENSCAFT00000030391,294,52.622,0,0
ENSCAFT00000030392,1854,1584.476,0,0
ENSCAFT00000023620,225,25.794,0,0
ENSCAFT00000026385,598,328.747,0.984459,3.551
ENSCAFT00000048727,637,367.667,87.262848,352
ENSCAFT00000044175,3146,2876.476,0,0
ENSCAFT00000042315,105,105,0,0
ENSCAFT00000085710,2821,2551.476,0,0
ENSCAFT00000030403,1244,974.476,0,0
ENSCAFT00000030404,588,318.772,0,0
ENSCAFT00000030410,2466,2196.476,0,0
ENSCAFT00000037486,2174,1904.476,3.566333,74.517
ENSCAFT00000079727,2241,1971.476,0,0
ENSCAFT00000043284,1089,819.476,2.4469630000000002,22
ENSCAFT00000030414,3157,2887.476,0,0
ENSCAFT00000032682,69,69,0,0
ENSCAFT00000034888,85,85,0,0
ENSCAFT00000030415,693,423.592,0.646187,3.003
ENSCAFT00000030417,1086,816.476,26.874285,240.735
ENSCAFT00000084294,2853,2583.476,0,0
ENSCAFT00000030424,3024,2754.476,0,0
ENSCAFT00000084667,2871,2601.476,0,0
ENSCAFT00000041952,105,105,0,0
ENSCAFT00000032627,81,81,0,0
ENSCAFT00000039914,80,80,0,0
ENSCAFT00000068083,891,621.487,9.01168,61.447
ENSCAFT00000041640,132,1.74,0,0
ENSCAFT00000079881,169,8.55,0,0
ENSCAFT00000030427,5324,5054.476,0,0
ENSCAFT00000040131,150,1.964,0,0
ENSCAFT00000035380,2854,2584.476,4.065049,115.265
ENSCAFT00000030433,822,552.509,426.574146,2585.789
ENSCAFT00000030435,1481,1211.476,68.46484,910
ENSCAFT00000030442,2696,2426.476,0,0
ENSCAFT00000030444,2768,2498.476,0,0
ENSCAFT00000060055,2501,2231.476,0.20423,5
ENSCAFT00000060589,2678,2408.476,0,0
ENSCAFT00000061332,2579,2309.476,0,0
ENSCAFT00000066422,2657,2387.476,0,0
ENSCAFT00000079190,2591,2321.476,0,0
ENSCAFT00000079529,2585,2315.476,0,0
ENSCAFT00000030447,1032,762.476,0,0
ENSCAFT00000062602,1041,771.476,0,0
ENSCAFT00000030449,1410,1140.476,0,0
ENSCAFT00000076097,454,185.818,0,0
ENSCAFT00000030451,1983,1713.476,0,0
ENSCAFT00000036839,1588,1318.476,0,0
ENSCAFT00000036564,1759,1489.476,0,0
ENSCAFT00000078550,1627,1357.476,0,0
ENSCAFT00000023106,2016,1746.476,0,0
ENSCAFT00000070877,943,673.483,0,0
ENSCAFT00000030453,1131,861.476,4.761134,45
ENSCAFT00000048456,2908,2638.476,0,0
ENSCAFT00000069538,1336,1066.476,0,0
ENSCAFT00000030454,942,672.483,11.927303,88
ENSCAFT00000030456,1503,1233.476,11.379706,154
ENSCAFT00000090304,1593,1323.476,0,0
ENSCAFT00000093780,3110,2840.476,0.096266,3
ENSCAFT00000030457,1509,1239.476,11.471691999999999,156
ENSCAFT00000030531,4674,4404.476,0,0
ENSCAFT00000067883,4632,4362.476,0,0
ENSCAFT00000065609,4815,4545.476,0,0
ENSCAFT00000030537,732,462.556,8.862935,44.978
ENSCAFT00000087713,828,558.507,2.777921,17.022
ENSCAFT00000066733,565,295.835,0,0
ENSCAFT00000030540,2390,2120.476,0,0
ENSCAFT00000060044,3542,3272.476,0,0
ENSCAFT00000087014,3302,3032.476,0,0
ENSCAFT00000061089,1102,832.476,0,0
ENSCAFT00000030541,1231,961.476,0,0
ENSCAFT00000030544,1580,1310.476,32.759167,471
ENSCAFT00000003882,2199,1929.476,110.492256,2339
ENSCAFT00000033515,185,14.289,0,0
ENSCAFT00000072622,2079,1809.476,0,0
ENSCAFT00000066589,2853,2583.476,0,0
ENSCAFT00000030549,2730,2460.476,11.912971,321.587
ENSCAFT00000075072,2247,1977.476,0,0
ENSCAFT00000030608,6410,6140.476,1.318883,88.852
ENSCAFT00000085910,5725,5455.476,0.202961,12.148
ENSCAFT00000047627,2307,2037.476,0.492086,11
ENSCAFT00000048775,1942,1672.476,0,0
ENSCAFT00000062980,2118,1848.476,0,0
ENSCAFT00000030624,1297,1027.476,47.725625,538
ENSCAFT00000035360,1171,901.476,0,0
ENSCAFT00000092437,1169,899.476,0,0
ENSCAFT00000030625,645,375.657,799.528325,3295.221
ENSCAFT00000063459,659,389.64,0.348227,1.489
ENSCAFT00000066081,570,300.821,0.390875,1.29
ENSCAFT00000030629,3986,3716.476,0,0
ENSCAFT00000077786,3641,3371.476,0,0
ENSCAFT00000081731,5846,5576.476,0.243921,14.923
ENSCAFT00000030800,4197,3927.476,0.351068,15.127
ENSCAFT00000081910,4657,4387.476,0,0
ENSCAFT00000088508,4780,4510.476,0,0
ENSCAFT00000082511,4045,3775.476,0.336758,13.949
ENSCAFT00000087438,2034,1764.476,2.236413,43.294
ENSCAFT00000030844,1841,1571.476,0,0
ENSCAFT00000076929,3378,3108.476,0,0
ENSCAFT00000030863,3274,3004.476,1.759544,58
ENSCAFT00000064328,2710,2440.476,0,0
ENSCAFT00000030870,2543,2273.476,49.19153,1226.986
ENSCAFT00000030868,764,494.537,25.971395,140.914
ENSCAFT00000074025,7363,7093.476,10.429617,811.683
ENSCAFT00000075813,7384,7114.476,4.958655,387.049
ENSCAFT00000078954,7699,7429.476,10.98416,895.332
ENSCAFT00000030892,6609,6339.476,1.738775,120.936
ENSCAFT00000074122,6621,6351.476,0,0
ENSCAFT00000075720,2329,2059.476,0,0
ENSCAFT00000030910,3133,2863.476,51.597713,1621
ENSCAFT00000074629,2998,2728.476,0,0
ENSCAFT00000043614,1089,819.476,0.111226,1
ENSCAFT00000077751,2204,1934.476,3.070132,65.16
ENSCAFT00000030916,1769,1499.476,6.511006,107.114
ENSCAFT00000043990,1893,1623.476,32.923024,586.414
ENSCAFT00000076107,2291,2021.476,6.387699,141.668
ENSCAFT00000065701,882,612.489,1.732747,11.644
ENSCAFT00000041353,174,10.422,0,0
ENSCAFT00000030917,1095,825.476,0,0
ENSCAFT00000030918,2289,2019.476,0,0
ENSCAFT00000030934,1868,1598.476,54.569104,957
ENSCAFT00000062304,1886,1616.476,0,0
ENSCAFT00000082681,1669,1399.476,0.180611,2.773
ENSCAFT00000070760,1867,1597.476,0.469399,8.227
ENSCAFT00000086423,1502,1232.476,0,0
ENSCAFT00000082651,926,656.485,0,0
ENSCAFT00000046085,1057,787.476,168.733573,1457.799
ENSCAFT00000078038,1104,834.476,0,0
ENSCAFT00000031071,8118,7848.476,381.492861,32849.653
ENSCAFT00000070468,8094,7824.476,100.416013,8620.198
ENSCAFT00000081155,7203,6933.476,0,0
ENSCAFT00000064542,636,366.669,0.480985,1.935
ENSCAFT00000076609,744,474.55,2787.676799,14513.867
ENSCAFT00000040738,134,1.986,91.794893,2
ENSCAFT00000031088,1676,1406.476,153.196894,2363.966
ENSCAFT00000031115,1759,1489.476,37.685551,615.839
ENSCAFT00000045387,1717,1447.476,0,0
ENSCAFT00000066106,1706,1436.476,0.169583,2.673
ENSCAFT00000071247,1625,1355.476,0,0
ENSCAFT00000093004,1846,1576.476,2.456524,42.488
ENSCAFT00000031128,1569,1299.476,123.027541,1754
ENSCAFT00000079780,1461,1191.476,0,0
ENSCAFT00000031130,1511,1241.476,220.621162,3005
ENSCAFT00000031134,1278,1008.476,78.540786,869
ENSCAFT00000073679,1209,939.476,0,0
ENSCAFT00000046019,1128,858.476,0,0
ENSCAFT00000031135,6645,6375.476,3.659892,256
ENSCAFT00000087921,6405,6135.476,0,0
ENSCAFT00000045419,618,348.704,0.603454,2.309
ENSCAFT00000071248,1017,747.476,0,0
ENSCAFT00000031137,632,362.678,84.944763,338
ENSCAFT00000031138,1606,1336.476,36.691264,538.001
ENSCAFT00000031141,579,309.797,34.876771,118.542
ENSCAFT00000062057,697,427.588,0,0
ENSCAFT00000090591,769,499.532,0,0
ENSCAFT00000069075,3010,2740.476,18.381708,552.676
ENSCAFT00000069134,3040,2770.476,0,0
ENSCAFT00000031161,1875,1605.476,156.686641,2759.909
ENSCAFT00000044270,2791,2521.476,57.225208,1583.074
ENSCAFT00000031166,1287,1017.476,18.382512,205.205
ENSCAFT00000044652,990,720.476,0.22708,1.795
ENSCAFT00000031136,816,546.513,42.310136,253.69
ENSCAFT00000065503,1168,898.476,0,0
ENSCAFT00000065365,846,576.498,0,0
ENSCAFT00000089759,664,394.63,0,0
ENSCAFT00000067259,667,397.626,0,0
ENSCAFT00000049847,1563,1293.476,0,0
ENSCAFT00000031172,963,693.48,0,0
ENSCAFT00000073767,664,394.63,0,0
ENSCAFT00000072251,682,412.606,0,0
ENSCAFT00000044495,4016,3746.476,0.145972,6
ENSCAFT00000031188,3271,3001.476,22.017221,725.031
ENSCAFT00000090620,1713,1443.476,23.298163,368.969
ENSCAFT00000040557,137,2.299,0,0
ENSCAFT00000040893,127,127,0,0
ENSCAFT00000067501,2233,1963.476,0.148539,3.2
ENSCAFT00000092807,2302,2032.476,36.610898,816.385
ENSCAFT00000031197,1710,1440.476,64.629539,1021.401
ENSCAFT00000083478,7559,7289.476,0,0
ENSCAFT00000031203,7381,7111.476,0,0
ENSCAFT00000079167,7168,6898.476,0,0
ENSCAFT00000081406,7324,7054.476,0,0
ENSCAFT00000083579,7312,7042.476,0,0
ENSCAFT00000085881,7309,7039.476,0,0
ENSCAFT00000088643,7258,6988.476,0,0
ENSCAFT00000093801,7282,7012.476,0,0
ENSCAFT00000037773,1308,1038.476,0,0
ENSCAFT00000035969,1263,993.476,3.945046,43
ENSCAFT00000060090,6719,6449.476,0,0
ENSCAFT00000046702,1049,779.476,0,0
ENSCAFT00000031206,1925,1655.476,32.373931,588
ENSCAFT00000031208,449,180.937,21.095662,41.877
ENSCAFT00000031209,624,354.695,2.087284,8.123
ENSCAFT00000047614,705,435.579,0,0
ENSCAFT00000047007,1178,908.476,4.366882,43.526
ENSCAFT00000043124,1077,807.476,9.42248,83.474
ENSCAFT00000083872,870,600.491,0,0
ENSCAFT00000081636,807,537.515,46.552464,274.532
ENSCAFT00000031215,740,470.552,100.454546,518.605
ENSCAFT00000044996,634,364.673,23.244481,93
ENSCAFT00000047938,1348,1078.476,4.817319,57
ENSCAFT00000035849,636,366.669,0,0
ENSCAFT00000031221,1700,1430.476,0,0
ENSCAFT00000093206,216,23.273,0,0
ENSCAFT00000047505,867,597.491,0,0
ENSCAFT00000071899,1792,1522.476,0.821076,13.715
ENSCAFT00000031225,1785,1515.476,55.685363,925.868
ENSCAFT00000080317,1579,1309.476,0,0
ENSCAFT00000080659,1256,986.476,0,0
ENSCAFT00000000001,3695,3425.476,15.353092,577
ENSCAFT00000000003,861,591.492,0.589536,3.826
ENSCAFT00000072789,384,119.451,0,0
ENSCAFT00000000006,1158,888.476,0.307763,3
ENSCAFT00000000008,4171,3901.476,10.139155,434
ENSCAFT00000086492,1567,1297.476,0.469529,6.684
